Time,Pressure,Sea Surface Temperature,Wave Height,Wind Speed,Total Precipitation,Noise 500Hz,Noise 1000Hz,Noise 1600Hz
201607200000 ,0.220413306,0.836651119,0.540575244,0.486691815,0.319699269,0.924089805,0.630019369,0.439073823
201607200300 ,0.640139334,0.564134348,0.375510767,0.603468114,0.065676385,0.372968258,0.359095942,0.307589757
201607200600 ,0.645519891,0.997514525,0.620160186,0.855874453,0.430218824,0.217904827,0.917469933,0.238919728
201607200900 ,0.359674437,0.288104254,0.416209138,0.06286805,0.227898556,0.828370166,0.829182887,0.680770219
201607201200 ,0.307550437,0.543464785,0.72856817,0.777107168,0.123230963,0.053117854,0.278541449,0.743163026
201607201500 ,0.710514657,0.149392641,0.304691576,0.12935966,0.313469782,0.067306588,0.808198492,0.761752629
201607201800 ,0.846891517,0.018693567,0.753676335,0.498688116,0.420435025,0.598629049,0.058971664,0.28940582
201607202100 ,0.385932613,0.61612216,0.702626612,0.504333907,0.533595731,0.60085443,0.748099923,0.03676827
201607210000 ,0.223478247,0.107736397,0.236507163,0.223368299,0.704758672,0.487135965,0.70112608,0.444957954
201607210300 ,0.257102446,0.376511218,0.287520101,0.958645714,0.67422731,0.824062218,0.005441074,0.656222943
201607210600 ,0.288137749,0.821702782,0.127836782,0.276249526,0.381861137,0.817342209,0.357228867,0.99402381
201607210900 ,0.568087286,0.714528524,0.205256042,0.648248489,0.497416451,0.622326554,0.084911404,0.799176095
201607211200 ,0.614742005,0.412205328,0.689367966,0.242376175,0.673169756,0.099686741,0.59061329,0.523721114
201607211500 ,0.101628511,0.693152358,0.796795481,0.024262593,0.714544414,0.882313633,0.853581619,0.09214122
201607211800 ,0.632393235,0.923956338,0.625206817,0.661386955,0.033463141,0.311554084,0.101013611,0.968060355
201607212100 ,0.146424417,0.10357569,0.615955754,0.477525391,0.252539067,0.959676662,0.789271112,0.090120881
201607220000 ,0.630504422,0.881709616,0.088449325,0.738007167,0.146139795,0.326180662,0.78942852,0.535338869
201607220300 ,0.917426888,0.203947525,0.177032516,0.379935787,0.918839226,0.740171065,0.953871274,0.33942841
201607220600 ,0.445883495,0.42018479,0.515091033,0.670034783,0.265792814,0.951323197,0.519131666,0.783488291
201607220900 ,0.992345213,0.216461376,0.08893579,0.382653645,0.177755783,0.314134978,0.890433219,0.023702522
201607221200 ,0.064471383,0.266169049,0.658385797,0.310652126,0.89391343,0.950429145,0.225889425,0.932818056
201607221500 ,0.910432866,0.828185164,0.831144363,0.443096829,0.964185096,0.250000196,0.921564352,0.376041369
201607221800 ,0.379367576,0.307372883,0.456719125,0.983648,0.123577674,0.84007956,0.543297405,0.256438041
201607222100 ,0.622292969,0.344456741,0.10571588,0.542366497,0.171336825,0.65755235,0.144140616,0.353306056
201607230000 ,0.242164575,0.869590996,0.40115279,0.087549213,0.640125921,0.688921232,0.592505247,0.804650624
201607230300 ,0.052988944,0.398657336,0.061101987,0.958591583,0.754070464,0.977283983,0.993656339,0.394970635
201607230600 ,0.033143395,0.120114446,0.185513217,0.773164939,0.797995459,0.209145195,0.408347635,0.586734432
201607230900 ,0.415254541,0.760583346,0.361051482,0.209236865,0.246123605,0.556186545,0.92408771,0.088285007
201607231200 ,0.363186394,0.000585814,0.270678164,0.779368008,0.723268189,0.101369273,0.494903674,0.911269555
201607231500 ,0.78306405,0.642548284,0.642396386,0.442505232,0.353703278,0.058649437,0.516704355,0.291068391
201607231800 ,0.569257991,0.925085516,0.791349836,0.171875649,0.675451569,0.773337273,0.391727437,0.20462667
201607232100 ,0.239910212,0.874316499,0.635690647,0.995481623,0.263684147,0.250292453,0.451900513,0.861172039
201607240000 ,0.383991531,0.69585055,0.279119234,0.066433413,0.467558254,0.480775866,0.730572635,0.265193966
201607240300 ,0.640887717,0.611666904,0.39216712,0.556812427,0.159424654,0.992783301,0.590604865,0.778161303
201607240600 ,0.658791472,0.938881333,0.312434177,0.353328475,0.593375447,0.367274759,0.317465986,0.642824931
201607240900 ,0.329478926,0.74897162,0.564063814,0.279760346,0.82817958,0.374634995,0.605992733,0.555594518
201607241200 ,0.827272823,0.232707819,0.849462015,0.936120124,0.863891369,0.44173591,0.835707108,0.20958517
201607241500 ,0.546621503,0.009006272,0.599183872,0.022495259,0.448617659,0.093455996,0.326921057,0.362297765
201607241800 ,0.366028711,0.29177373,0.220280967,0.821833398,0.104303155,0.961458226,0.574488152,0.598487434
201607242100 ,0.450682647,0.832670292,0.883215782,0.775610342,0.193531205,0.382418167,0.933808769,0.61926395
201607250000 ,0.423493448,0.048885965,0.887356409,0.388278291,0.993123573,0.79727161,0.854572798,0.465110259
201607250300 ,0.724509272,0.912377853,0.259713155,0.075688172,0.268262394,0.729460561,0.581797417,0.775651487
201607250600 ,0.670717452,0.724508044,0.548947644,0.907057337,0.999265172,0.205782339,0.772011831,0.398770818
201607250900 ,0.592064116,0.432354487,0.507794131,0.978936556,0.849468998,0.289003083,0.444090444,0.702649213
201607251200 ,0.209243208,0.071698111,0.674217823,0.452128098,0.009299123,0.710638879,0.474174684,0.863983181
201607251500 ,0.072680499,0.628822777,0.843232104,0.980205515,0.560177117,0.731973444,0.403973543,0.440175582
201607251800 ,0.438345673,0.997478104,0.440912853,0.251120527,0.403215895,0.252021795,0.648271246,0.147325956
201607252100 ,0.991879143,0.194042387,0.233917393,0.557540165,0.14338008,0.706909117,0.505545318,0.665511328
201607260000 ,0.39984239,0.860373197,0.008532003,0.55397668,0.878344811,0.988685772,0.290669606,0.746838833
201607260300 ,0.15243022,0.964819894,0.128626102,0.860996271,0.627471967,0.248180968,0.105114059,0.590677816
201607260600 ,0.991303967,0.098121809,0.854753908,0.858445832,0.238236066,0.368307413,0.148678315,0.520636608
201607260900 ,0.967127438,0.706231391,0.990353099,0.928666427,0.424467569,0.114581581,0.35098105,0.215202754
201607261200 ,0.885864404,0.886453478,0.821762412,0.566941634,0.730101202,0.125953506,0.982234999,0.41863959
201607261500 ,0.16467241,0.610673533,0.248468743,0.408140156,0.918259429,0.49615385,0.260890369,0.347727606
201607261800 ,0.074808184,0.751743598,0.13699823,0.825611393,0.031041911,0.250956001,0.652421811,0.784517872
201607262100 ,0.442269416,0.205046489,0.692679601,0.680750188,0.30488691,0.325826883,0.230985791,0.885499756
201607270000 ,0.350589224,0.397515326,0.411318344,0.884989942,0.136326587,0.655643295,0.743145938,0.633805671
201607270300 ,0.934548711,0.115041667,0.132478528,0.429289459,0.939723528,0.285626955,0.261423939,0.844397428
201607270600 ,0.914799128,0.858635887,0.722109663,0.084048003,0.682738546,0.866062424,0.797027652,0.026622139
201607270900 ,0.445274678,0.532715054,0.756669737,0.976956088,0.099339483,0.662080356,0.529311202,0.050104231
201607271200 ,0.400872126,0.208350126,0.760848175,0.659024235,0.588894842,0.493060649,0.803448992,0.725601936
201607271500 ,0.555533363,0.614778147,0.869894238,0.247446295,0.727515539,0.576924267,0.202903218,0.04498509
201607271800 ,0.241521083,0.276993047,0.230099975,0.177917382,0.022818872,0.160561062,0.874746898,0.723912346
201607272100 ,0.294714275,0.421763257,0.462903972,0.189331982,0.241555586,0.621037664,0.453567551,0.542367817
201607280000 ,0.889004505,0.527167987,0.404583629,0.730856407,0.888276232,0.316865978,0.676974411,0.788919656
201607280300 ,0.425201677,0.278638256,0.839949109,0.3904403,0.316294425,0.110523958,0.719730802,0.531694732
201607280600 ,0.257917599,0.253816525,0.454059654,0.582241832,0.066563391,0.142854026,0.537718565,0.339320979
201607280900 ,0.812176879,0.309249295,0.837158029,0.385219058,0.230697237,0.916083987,0.265831137,0.540972256
201607281200 ,0.764504771,0.597931107,0.028295775,0.544885514,0.556583856,0.429732329,0.766234633,0.269027678
201607281500 ,0.882645638,0.70381293,0.361553884,0.360991026,0.118733651,0.57948315,0.956094383,0.54120401
201607281800 ,0.015306745,0.479799988,0.979281623,0.996699121,0.640794805,0.027458684,0.708046425,0.879978627
201607282100 ,0.179989352,0.120593254,0.654408105,0.508293262,0.558589929,0.09325101,0.907863414,0.675037638
201607290000 ,0.369699585,0.105651659,0.340024183,0.109902529,0.777963597,0.814902271,0.149459345,0.119640275
201607290300 ,0.322449682,0.115749665,0.386442296,0.464849477,0.227094063,0.857947505,0.626018131,0.841956951
201607290600 ,0.216212674,0.434084042,0.56751485,0.625619317,0.43624681,0.992149845,0.787218332,0.858836593
201607290900 ,0.798204333,0.762918712,0.257317549,0.870599503,0.877107963,0.516722336,0.533879044,0.469131814
201607291200 ,0.785407389,0.033540195,0.7515274,0.160973226,0.924988789,0.451272127,0.760984772,0.176625289
201607291500 ,0.031390206,0.954200817,0.346807874,0.649531763,0.837444363,0.248771833,0.235880921,0.495833694
201607291800 ,0.565716902,0.603213624,0.47650093,0.768862717,0.022710343,0.608925008,0.191503709,0.383176042
201607292100 ,0.313329982,0.164608636,0.861298405,0.643896901,0.436387856,0.308286308,0.798226671,0.121078726
201607300000 ,0.151347905,0.626963354,0.842610294,0.560146286,0.85694071,0.070053022,0.508560025,0.537213513
201607300300 ,0.103606879,0.375905139,0.118694032,0.529799552,0.421790479,0.843419814,0.195715209,0.617026085
201607300600 ,0.382322307,0.702534864,0.350150186,0.009791206,0.116786616,0.259171226,0.516344884,0.369030673
201607300900 ,0.433491899,0.288077461,0.998566249,0.948685931,0.114283183,0.670500093,0.339143333,0.213374542
201607301200 ,0.620956986,0.284867477,0.30599966,0.731309978,0.884489022,0.495301306,0.636820063,0.884264234
201607301500 ,0.57986827,0.618241667,0.40716865,0.889654656,0.012759891,0.106488945,0.115468117,0.752050004
201607301800 ,0.588418847,0.516875005,0.596074801,0.892013895,0.275532402,0.358038122,0.900343789,0.194210544
201607302100 ,0.049971979,0.792098171,0.464539425,0.179470608,0.474301521,0.765391046,0.189762057,0.405728143
201607310000 ,0.439535768,0.720868833,0.556103482,0.245894338,0.333299757,0.330566942,0.607942007,0.834702176
201607310300 ,0.402667588,0.77597733,0.224095328,0.263598521,0.590250899,0.355264996,0.010983228,0.987076607
201607310600 ,0.630391504,0.492529083,0.217020534,0.366874052,0.451698492,0.281354465,0.359607844,0.617805751
201607310900 ,0.360088706,0.58679623,0.167376052,0.874725877,0.091104705,0.801631184,0.857956513,0.749153715
201607311200 ,0.834958026,0.812424295,0.865928576,0.841236264,0.938356452,0.939336893,0.6598987,0.167559267
201607311500 ,0.030137011,0.597201444,0.454552594,0.175190937,0.092899326,0.99499537,0.200637212,0.282097455
201607311800 ,0.291917868,0.69219412,0.30128157,0.244834797,0.799550857,0.063300284,0.516619427,0.675318311
201607312100 ,0.071345869,0.806418608,0.186397144,0.773064702,0.949832876,0.286681152,0.376721687,0.412059587
201608010000 ,0.280872552,0.792368913,0.398812101,0.763064679,0.12031182,0.873171634,0.772651404,0.190241845
201608010300 ,0.113241233,0.797648204,0.023079111,0.765805147,0.909089497,0.586005003,0.135997531,0.568667705
201608010600 ,0.383195781,0.80048269,0.475585999,0.407292463,0.086340723,0.761093505,0.645618292,0.565272541
201608010900 ,0.634838637,0.56359304,0.19022023,0.609876494,0.004093094,0.888075402,0.486158603,0.450954844
201608011200 ,0.445758508,0.866956073,0.785908105,0.940868079,0.298842272,0.699340931,0.951501381,0.85039084
201608011500 ,0.587733156,0.816514026,0.27429974,0.532894204,0.521228725,0.027686813,0.02400507,0.040983067
201608011800 ,0.456306027,0.03138343,0.716348123,0.376147798,0.678635345,0.414415286,0.51177946,0.576634482
201608012100 ,0.865312522,0.034875485,0.602647811,0.276432776,0.056215144,0.998464797,0.490915209,0.791988307
201608020000 ,0.652581883,0.685792961,0.16497825,0.389226098,0.710788745,0.920620497,0.324715207,0.611602858
201608020300 ,0.866097609,0.442110272,0.948006048,0.469503177,0.642662334,0.811826297,0.54284839,0.840353885
201608020600 ,0.482041119,0.681271385,0.030655719,0.072402903,0.234566061,0.91855786,0.526879638,0.017493651
201608020900 ,0.3508893,0.705899768,0.192903039,0.268474268,0.624164765,0.901393164,0.518419855,0.908082392
201608021200 ,0.722143486,0.493959061,0.467148641,0.711120911,0.641306532,0.203688316,0.349080802,0.537938315
201608021500 ,0.698972349,0.560838483,0.893637178,0.617835369,0.500895174,0.632964822,0.171653625,0.646371653
201608021800 ,0.733583321,0.783245707,0.687500632,0.381095326,0.664997175,0.639190129,0.697020345,0.269679817
201608022100 ,0.271279999,0.877413517,0.710520754,0.024395581,0.592243687,0.131772397,0.921973714,0.378975996
201608030000 ,0.618523218,0.439802719,0.802382764,0.018786241,0.685090725,0.01185553,0.360032672,0.54811028
201608030300 ,0.847417555,0.067578166,0.626875175,0.650342323,0.94859841,0.794788581,0.330282065,0.791874869
201608030600 ,0.543332449,0.863367141,0.756824444,0.877566541,0.765183984,0.881849609,0.192392594,0.976901551
201608030900 ,0.129774513,0.235901815,0.395344273,0.238747445,0.544651859,0.462026199,0.944047636,0.605550909
201608031200 ,0.553234282,0.860612776,0.25913573,0.917407984,0.775109446,0.948833368,0.924745148,0.120415698
201608031500 ,0.443072101,0.055914892,0.907509438,0.784631139,0.153656246,0.544035618,0.735355563,0.123479438
201608031800 ,0.534015221,0.406039068,0.674866363,0.281947431,0.541907687,0.812313395,0.704105476,0.731546852
201608032100 ,0.829114389,0.471731251,0.051340403,0.75910375,0.36011945,0.612642642,0.342715144,0.142646526
201608040000 ,0.169662667,0.844938994,0.353464044,0.722568222,0.313296417,0.911655498,0.244478041,0.326097531
201608040300 ,0.381988334,0.505649146,0.228271723,0.61085129,0.247757759,0.098520937,0.38358982,0.227754639
201608040600 ,0.875689571,0.455682345,0.202119903,0.498893032,0.718280629,0.628991615,0.359953999,0.95101342
201608040900 ,0.542250109,0.529380565,0.790009552,0.441917476,0.759647955,0.780249927,0.981954248,0.300424007
201608041200 ,0.574225795,0.323256302,0.144671066,0.628306278,0.856915166,0.53550924,0.11257229,0.83502716
201608041500 ,0.863575644,0.573497272,0.164078979,0.693609697,0.663129147,0.008890063,0.218075481,0.843850046
201608041800 ,0.314080328,0.367911628,0.362935419,0.033151516,0.898994783,0.220749852,0.17603152,0.144689425
201608042100 ,0.368480326,0.887013153,0.129639536,0.839803681,0.605149451,0.098792192,0.902200832,0.381689189
201608050000 ,0.977619978,0.917912849,0.147346612,0.33032069,0.18436328,0.573641608,0.256721663,0.093487163
201608050300 ,0.455453091,0.376477849,0.564211731,0.861173366,0.061888051,0.717701088,0.854338463,0.462335341
201608050600 ,0.182981172,0.119517682,0.579187549,0.775432436,0.158050514,0.964252161,0.438832015,0.201920037
201608050900 ,0.958543946,0.958303151,0.832641426,0.122828867,0.622803184,0.959890227,0.917331937,0.889027459
201608051200 ,0.968344758,0.427112698,0.545730355,0.072280244,0.633374771,0.988379369,0.702224335,0.404862313
201608051500 ,0.023549971,0.640952642,0.857562201,0.545173925,0.743524261,0.299134466,0.911322008,0.000532688
201608051800 ,0.91527431,0.180186061,0.913655739,0.543853643,0.937635214,0.757412586,0.449519339,0.814519403
201608052100 ,0.005298182,0.493349999,0.853328698,0.435071347,0.118348477,0.489256544,0.412344464,0.615559216
201608060000 ,0.44683343,0.908076478,0.580097313,0.096797255,0.834024638,0.379644295,0.03985312,0.134108417
201608060300 ,0.638912468,0.986800256,0.637648637,0.377622903,0.392547431,0.15397923,0.425913608,0.890370279
201608060600 ,0.256303479,0.374954737,0.546789332,0.285172327,0.52404821,0.974116137,0.174983695,0.389764809
201608060900 ,0.26671746,0.299313175,0.204056923,0.16823596,0.063463124,0.353555096,0.789102921,0.776875199
201608061200 ,0.292675421,0.064079115,0.019942876,0.251559787,0.81088126,0.152767369,0.726179021,0.064773518
201608061500 ,0.687117204,0.481276281,0.717058202,0.961360469,0.769285513,0.139270944,0.598665369,0.718436876
201608061800 ,0.774144828,0.748760901,0.713787305,0.803276268,0.903669507,0.459127141,0.422285855,0.302771758
201608062100 ,0.211664281,0.703135539,0.293674233,0.277798208,0.360955432,0.299802239,0.843307175,0.425817363
201608070000 ,0.567416714,0.712261515,0.696549551,0.21561687,0.27146833,0.839355218,0.487135568,0.214849127
201608070300 ,0.157053616,0.78752347,0.280611223,0.696745055,0.230964312,0.383992782,0.713959189,0.146285362
201608070600 ,0.500384274,0.722665286,0.302012801,0.015752398,0.555999393,0.500319229,0.302739815,0.858469459
201608070900 ,0.815334394,0.546741035,0.105014603,0.116594672,0.749681109,0.813120046,0.818731192,0.629141175
201608071200 ,0.062924603,0.139692824,0.21566024,0.733879067,0.082351457,0.903579862,0.609545521,0.060804072
201608071500 ,0.362024392,0.481072746,0.181706907,0.803134193,0.223740811,0.9588059,0.272996976,0.840714722
201608071800 ,0.418919676,0.313289811,0.11232131,0.678021437,0.008824555,0.237072484,0.156987174,0.885294788
201608072100 ,0.890180756,0.757881008,0.089992103,0.116374483,0.623966113,0.181752006,0.042237786,0.476910085
201608080000 ,0.273457935,0.033699513,0.693863187,0.594945758,0.32074903,0.849592127,0.61972125,0.234155858
201608080300 ,0.283458084,0.027399805,0.553064889,0.160281265,0.868375145,0.15073779,0.795714513,0.452560319
201608080600 ,0.222106942,0.298553981,0.69776735,0.816768081,0.838500354,0.046539056,0.390100402,0.252532498
201608080900 ,0.61127967,0.665902689,0.132155972,0.348137511,0.239206115,0.448928174,0.063675848,0.723848663
201608081200 ,0.564809382,0.901058299,0.154666303,0.682155636,0.28740053,0.470578654,0.655737441,0.667907994
201608081500 ,0.324346708,0.009243979,0.601694183,0.420177577,0.646183774,0.386530657,0.891129951,0.012975516
201608081800 ,0.236596087,0.426563629,0.268340248,0.089088936,0.357415742,0.620980698,0.807427328,0.564155335
201608082100 ,0.333053783,0.150168129,0.283236953,0.147217581,0.017059201,0.033695581,0.932385922,0.167027253
201608090000 ,0.501690901,0.346560556,0.642488568,0.32150473,0.364679246,0.775404721,0.923609879,0.329076859
201608090300 ,0.74915569,0.156246579,0.38227637,0.541767184,0.436521677,0.376291272,0.693691137,0.830137036
201608090600 ,0.570898371,0.719772823,0.68825197,0.200430302,0.49838542,0.732378745,0.915537823,0.145690625
201608090900 ,0.69208655,0.166819818,0.722759394,0.705953205,0.046905787,0.64360708,0.732469703,0.259742186
201608091200 ,0.183583503,0.851677715,0.73976669,0.637284669,0.795313165,0.310283838,0.047139473,0.277013959
201608091500 ,0.926820286,0.466694524,0.275934141,0.295930473,0.387381697,0.80305477,0.008729166,0.997864725
201608091800 ,0.463627382,0.034851922,0.728557141,0.44512681,0.888200985,0.062336154,0.453942126,0.811760437
201608092100 ,0.794391529,0.438650411,0.77016976,0.720120135,0.98416939,0.092649859,0.384267677,0.944967492
201608100000 ,0.798166478,0.869522589,0.325385707,0.938499572,0.752661645,0.722733854,0.491120509,0.495497142
201608100300 ,0.785812078,0.101817225,0.040751331,0.009043131,0.910009642,0.000801103,0.435396345,0.031526932
201608100600 ,0.183034403,0.015466091,0.383020379,0.6856199,0.69141952,0.815998971,0.283468517,0.273763429
201608100900 ,0.537020534,0.313279218,0.422152833,0.1728307,0.244217565,0.177601045,0.867241516,0.006734095
201608101200 ,0.463777667,0.385954678,0.706590862,0.67947214,0.026647671,0.159358555,0.06596771,0.001812924
201608101500 ,0.758227652,0.265386383,0.68189367,0.838146286,0.495394936,0.443474058,0.37897357,0.769006547
201608101800 ,0.662464386,0.952419222,0.892021832,0.724323609,0.301437106,0.948296064,0.013118122,0.453164162
201608102100 ,0.308829452,0.728177268,0.416708823,0.694012261,0.38242519,0.801071075,0.884427852,0.822014602
201608110000 ,0.405410813,0.514664492,0.560149919,0.484605573,0.124397234,0.642214656,0.369601055,0.7382076
201608110300 ,0.378899905,0.891188456,0.169322718,0.680852829,0.970466772,0.633842895,0.43041895,0.724608376
201608110600 ,0.338708007,0.184553743,0.202230078,0.151430636,0.195492056,0.209685994,0.233736146,0.730915708
201608110900 ,0.089496991,0.296370185,0.588936186,0.300274093,0.978828174,0.041762026,0.915076001,0.768961438
201608111200 ,0.919603139,0.91118016,0.863409637,0.965174827,0.334146337,0.522154324,0.593135945,0.432305355
201608111500 ,0.805578618,0.095709586,0.439589168,0.512847903,0.689378385,0.240950278,0.486511537,0.171357947
201608111800 ,0.817950421,0.462726863,0.698781952,0.767863404,0.42364748,0.560055465,0.234078582,0.773056766
201608112100 ,0.44255065,0.436308281,0.724637306,0.337316317,0.75061312,0.263170473,0.095639485,0.881770769
201608120000 ,0.950040855,0.308858558,0.121283021,0.937373897,0.223144876,0.953471689,0.135581076,0.926673953
201608120300 ,0.081503305,0.995017658,0.516639661,0.869538116,0.05366116,0.245141806,0.891363593,0.123739576
201608120600 ,0.449316997,0.938958655,0.360650402,0.420565543,0.797059518,0.859528063,0.301118233,0.660332963
201608120900 ,0.924256532,0.902600021,0.608317231,0.94205126,0.319848315,0.820530016,0.293456609,0.775132736
201608121200 ,0.126223049,0.164214634,0.431451682,0.306834479,0.442677931,0.314998014,0.043294872,0.215917854
201608121500 ,0.070557639,0.149344557,0.984614798,0.084404108,0.812710709,0.164463508,0.469422001,0.301076355
201608121800 ,0.208055594,0.491355151,0.956196118,0.862044856,0.410768219,0.458284455,0.659526466,0.345095284
201608122100 ,0.588536236,0.63723521,0.70293775,0.992776657,0.276007794,0.833802254,0.148431854,0.159201645
201608130000 ,0.013736399,0.466713424,0.131534314,0.651609708,0.731265559,0.962038924,0.820790383,0.482433241
201608130300 ,0.731413459,0.361867661,0.516036851,0.945730145,0.942469432,0.507239396,0.882217059,0.752145982
201608130600 ,0.141636755,0.126310905,0.958887069,0.311629702,0.815583802,0.787557679,0.477111705,0.588248345
201608130900 ,0.747065075,0.949936847,0.162121581,0.207859129,0.912413053,0.651813705,0.246862896,0.513855403
201608131200 ,0.137717303,0.176247026,0.37094463,0.91494624,0.066579001,0.745697195,0.7161624,0.800087845
201608131500 ,0.444506917,0.292345959,0.500617204,0.747703945,0.192443277,0.687055483,0.422327883,0.302465035
201608131800 ,0.918190839,0.010480523,0.674485368,0.89465277,0.895713068,0.682806629,0.55821389,0.716284892
201608132100 ,0.804566973,0.231089917,0.90728125,0.01355872,0.441305793,0.606581219,0.182322194,0.551127619
201608140000 ,0.179812393,0.222467491,0.92035129,0.081598876,0.380337633,0.002631695,0.756334141,0.823660185
201608140300 ,0.878847037,0.373399214,0.477435823,0.53778432,0.857981036,0.76354989,0.150262035,0.200758928
201608140600 ,0.427217776,0.248191376,0.222550753,0.897615976,0.157467331,0.391419574,0.795945581,0.975133163
201608140900 ,0.547168533,0.022071094,0.321591048,0.996985775,0.468819191,0.879424969,0.907531694,0.055522189
201608141200 ,0.828646447,0.895562511,0.209962666,0.457355327,0.620816948,0.016644587,0.780867291,0.585474121
201608141500 ,0.139099654,0.513054672,0.299775934,0.898887239,0.800189002,0.646919055,0.275905021,0.772331685
201608141800 ,0.585222144,0.826232412,0.89800686,0.431915593,0.697774499,0.156621997,0.53745878,0.811577656
201608142100 ,0.791126003,0.560314352,0.622553078,0.827294733,0.787636933,0.264360234,0.311086848,0.686254239
201608150000 ,0.190140135,0.42063826,0.885724412,0.40578098,0.123808149,0.999282223,0.0225801,0.723182403
201608150300 ,0.670524092,0.697748392,0.810178059,0.025402528,0.855949734,0.112933159,0.529656523,0.012758813
201608150600 ,0.249850468,0.209350233,0.822416088,0.18410478,0.596983462,0.685626457,0.584661646,0.226507893
201608150900 ,0.279597921,0.542201115,0.750568358,0.158437569,0.889770947,0.814633347,0.336851524,0.69721592
201608151200 ,0.499416982,0.860560075,0.030534823,0.090513332,0.494486526,0.587472937,0.798269444,0.478199054
201608151500 ,0.011940512,0.852087823,0.293186293,0.233629759,0.679775805,0.666048588,0.888776316,0.04740592
201608151800 ,0.296722041,0.901274293,0.444123429,0.862792175,0.444067434,0.109362043,0.28301267,0.842504853
201608152100 ,0.519569146,0.590298892,0.141213095,0.665113519,0.952339491,0.836694696,0.634565071,0.481210548
201608160000 ,0.689049323,0.799160399,0.821961403,0.11249128,0.719161379,0.218020011,0.841819704,0.40918651
201608160300 ,0.678125715,0.733585028,0.798499484,0.972751109,0.265430875,0.573113457,0.680673943,0.068052123
201608160600 ,0.950759175,0.219908472,0.403488384,0.112172944,0.307088246,0.342076059,0.832321815,0.545738755
201608160900 ,0.208661379,0.544089058,0.818759756,0.943934866,0.981084673,0.758123976,0.271681974,0.344617881
